32385334,00_0001exx_e2936yy,2014-07-15,POINT Z (616143.529 5449373.888 250.726),-0.73457,-1.38710,90
32385336,00_0001exx_e2938yy,2014-07-15,POINT Z (616149.593 5449374.55 250.764),-1.08645,-0.59110,95
32385445,00_0001exx_e29a5yy,2014-07-15,POINT Z (616163.967 5449618.576 249.452),0.21748,-0.36253,20
32385456,00_0001exx_e29b0yy,2014-07-15,POINT Z (616178.417 5449648.207 249.737),0.63163,-0.30815,25
32385357,00_0001exx_e294dyy,2014-07-15,POINT Z (616212.997 5449378.875 250.806),0.31155,-0.19870,95
32385344,00_0001exx_e2940yy,2014-07-15,POINT Z (616173.781 5449376.532 250.776),0.43381,-0.72156,95
32385327,00_0001exx_e292fyy,2014-07-15,POINT Z (616122.622 5449370.953 250.714),-0.04099,-0.81954,90
32385342,00_0001exx_e293eyy,2014-07-15,POINT Z (616167.727 5449376.079 250.742),-0.01337,-0.59985,95
32385346,00_0001exx_e2942yy,2014-07-15,POINT Z (616179.85 5449376.975 250.806),0.35643,-0.58374,95
32385339,00_0001exx_e293byy,2014-07-15,POINT Z (616158.685 5449375.344 250.756),-0.37802,-0.28781,95
32385345,00_0001exx_e2941yy,2014-07-15,POINT Z (616176.817 5449376.75 250.793),0.51827,-0.63358,95
32385351,00_0001exx_e2947yy,2014-07-15,POINT Z (616194.908 5449378.052 250.857),0.38435,-0.44212,95
32385440,00_0001exx_e29a0yy,2014-07-15,POINT Z (616161.105 5449603.937 249.458),0.02905,-1.12517,0
32385457,00_0001exx_e29b1yy,2014-07-15,POINT Z (616179.691 5449650.952 249.764),0.71869,-0.38723,25
32385447,00_0001exx_e29a7yy,2014-07-15,POINT Z (616165.912 5449624.231 249.497),0.82597,-0.73776,20
32385423,00_0001exx_e298fyy,2014-07-15,POINT Z (616166.555 5449553.425 249.718),-0.03957,-0.68588,-30
32385328,00_0001exx_e2930yy,2014-07-15,POINT Z (616125.62 5449371.383 250.704),0.00230,-0.41568,90
32385325,00_0001exx_e292dyy,2014-07-15,POINT Z (616116.647 5449370.075 250.699),0.04841,-1.00158,90
32385341,00_0001exx_e293dyy,2014-07-15,POINT Z (616164.706 5449375.84 250.742),-0.21496,-0.28746,95
